benchmark,modality_pair,n_questions_original,comparison,D_mean_across,D_mean_ci_lo,D_mean_ci_hi,D_mean_excl_zero,C12_mean_across,C12_mean_ci_lo,C12_mean_ci_hi,C12_mean_excl_zero,D_strength,D_conclusion,C12_strength,C12_conclusion
Pooled-Unstratified-GlobalPool,image + layout,81,S_layout - S_image,-0.7149002501122638,-0.961817980311159,-0.4871749363260305,True,0.006840338374628906,-0.060777575413395346,0.07883708872005914,False,strong,"Strong evidence: image contributes more than layout, consistently across all 5 models.",weak_or_unclear,Weak or unclear evidence for consistent cooperation or redundancy.
Pooled-Unstratified-GlobalPool,image + plain_text,244,S_plain_text - S_image,0.05179512860134516,-0.05863741104705098,0.16125773407416522,False,-0.14140235204886342,-0.19171895979335019,-0.08939021097341265,True,weak_or_unclear,Weak or unclear evidence: models do not consistently agree on whether plain_text or image contributes more.,strong,Strong evidence: modalities are redundant (C12 < 0) consistently across all 5 models.
Pooled-Unstratified-GlobalPool,image + table,180,S_table - S_image,0.16002861258423032,-0.03839064824184763,0.37635394374827635,False,0.04527661236669983,0.008155397963989373,0.08320438046846386,True,weak_or_unclear,Weak or unclear evidence: models do not consistently agree on whether table or image contributes more.,weak_or_unclear,Weak or unclear evidence for consistent cooperation or redundancy.
Pooled-Unstratified-GlobalPool,layout + plain_text,296,S_plain_text - S_layout,0.501522862656738,0.41119006218103077,0.5944228084227957,True,-0.06786743592656576,-0.10305432652127518,-0.03297830682934915,True,strong,"Strong evidence: plain_text contributes more than layout, consistently across all 5 models.",moderate,Moderate evidence for redundancy (C12 < 0) across models.
Pooled-Unstratified-GlobalPool,layout + table,159,S_table - S_layout,0.800802627701745,0.6635874597949363,0.9329084394926674,True,0.013812019722619622,-0.020460397038820466,0.05882876102538349,False,strong,"Strong evidence: table contributes more than layout, consistently across all 5 models.",weak_or_unclear,Weak or unclear evidence for consistent cooperation or redundancy.
Pooled-Unstratified-GlobalPool,plain_text + table,91,S_table - S_plain_text,0.15242702740748637,-0.03767310594399169,0.3340356825895236,False,-0.1574338533772688,-0.2450482904152426,-0.06833841653883195,True,weak_or_unclear,Weak or unclear evidence: models do not consistently agree on whether table or plain_text contributes more.,strong,Strong evidence: modalities are redundant (C12 < 0) consistently across all 5 models.
Pooled-Unstratified-GlobalPool,ALL (aggregate),1051,mean across pairs,0.1586126681398802,0.08930546420436981,0.22759917526111792,True,-0.050129111814791606,-0.07305573084828983,-0.026593136040595423,True,,,,
